transcript	gene	chr	amino_acids	genomic_start	genomic_end	obs_mis	exp_mis	obs_exp	chisq_diff_null	region_name
ENST00000325327.3	LMNB2	19	1-109	2456931	2444476	11	59.00887103	0.18641265	39.05941018	LMNB2_1
ENST00000262962.7	CCDC94	19	1-162	4247144	4258319	23	62.43993923	0.368353978	24.91208072	CCDC94_1
ENST00000262960.9	DPP9	19	732-893	4683626	4676576	24	59.82441124	0.401174028	21.4525879	DPP9_2
ENST00000443272.2	NFIC	19	1-154	3366635	3382141	28	97.16506672	0.288169411	49.23381021	NFIC_1
ENST00000326873.7	STK11	19	1-272	1206913	1221293	45	103.4415503	0.435028283	33.01782306	STK11_1
ENST00000342063.3	C19orf35	19	309-474	2276176	2275679	20	60.48761597	0.330646194	27.10053985	C19orf35_2
ENST00000221307.8	CYP4F3	19	486-521	15770088	15770195	1	19.1978432	0.052089185	17.24993239	CYP4F3_2
ENST00000456935.2	MAN2B1	19	522-553	12767465	12766679	1	17.01511787	0.058771265	15.07388914	MAN2B1_2
ENST00000588852.1	SAFB	19	1-61	5623217	5623399	9	37.43010151	0.240448186	31.2056912	SAFB_1
ENST00000588852.1	SAFB	19	403-918	5650997	5668302	141	262.2266963	0.53770269	67.48663579	SAFB_3
ENST00000301280.5	CHAF1A	19	342-679	4422569	4432038	83	145.2026021	0.571615101	31.56316127	CHAF1A_2
ENST00000264079.6	MCOLN1	19	396-581	7594038	7598681	33	88.43966795	0.373135729	34.75314702	MCOLN1_2
ENST00000293771.5	ZNF653	19	1-172	11616601	11606808	29	64.382254	0.45043468	24.50706004	ZNF653_1
ENST00000293771.5	ZNF653	19	436-616	11597839	11594497	42	74.92540284	0.560557547	17.22964247	ZNF653_3
ENST00000414982.3	PNPLA6	19	1-347	7600437	7606416	53	144.0430881	0.367945458	76.10519636	PNPLA6_1
ENST00000414982.3	PNPLA6	19	542-1376	7607959	7626448	187	403.2971366	0.463677976	145.1509688	PNPLA6_3
ENST00000159111.4	KDM4B	19	1-344	5032902	5110746	52	180.5768283	0.287966072	91.55106404	KDM4B_1
ENST00000159111.4	KDM4B	19	608-913	5131934	5144261	77	144.5902255	0.532539456	31.59576357	KDM4B_3
ENST00000381480.2	DENND1C	19	173-358	6477135	6472984	37	87.62680265	0.422245236	29.2498764	DENND1C_2
ENST00000263388.2	NOTCH3	19	1263-1526	15289684	15285037	21	89.78994509	0.233879194	52.70140816	NOTCH3_2
ENST00000449870.1	ILF3	19	1-389	10781282	10791992	58	161.6321651	0.358839467	66.44485419	ILF3_1
ENST00000429344.2	CACTIN	19	583-759	3613095	3611921	31	115.6579116	0.268031815	61.96689786	CACTIN_2
ENST00000417570.1	CLEC17A	19	16-109	14694171	14705460	1	17.35788854	0.057610694	15.41549924	CLEC17A_2
ENST00000245817.3	TNFSF9	19	1-98	6531048	6532823	34	63.48284529	0.535577759	13.69248909	TNFSF9_1
ENST00000270328.4	ADAMTS10	19	850-1039	8651118	8649864	16	62.85195445	0.254566467	49.92172301	ADAMTS10_2
ENST00000395095.3	FZR1	19	120-497	3526355	3534834	41	147.6238313	0.277732935	77.01088167	FZR1_2
ENST00000549706.1	BEST2	19	360-510	12867084	12868891	16	54.08499442	0.295830667	26.8182851	BEST2_2
ENST00000525621.1	TYK2	19	1008-1075	10464209	10463203	6	36.22648435	0.165624683	38.87659677	TYK2_2
ENST00000301547.5	ZNF443	19	1-49	12551728	12543235	1	12.50666987	0.079957336	10.58662721	ZNF443_1
ENST00000221561.8	AES	19	1-193	3062925	3054033	6	37.68680227	0.159206928	26.64204383	AES_1
ENST00000359920.6	ARHGEF18	19	853-939	7532211	7532471	3	23.53222257	0.127484771	28.70589494	ARHGEF18_2
ENST00000293677.6	RAVER1	19	1-313	10444234	10434111	77	150.1542375	0.512806041	35.6403026	RAVER1_1
ENST00000251287.2	HCN2	19	1-352	589946	603967	30	168.8700459	0.1776514	114.1995879	HCN2_1
ENST00000251287.2	HCN2	19	353-890	605061	616474	109	286.868859	0.379964561	110.2849961	HCN2_2
ENST00000398665.3	DOT1L	19	1-352	2164184	2210449	24	154.4764144	0.155363523	110.205139	DOT1L_1
ENST00000221742.3	SLC1A6	19	381-565	15067316	15061007	31	91.75459634	0.337857734	40.2281861	SLC1A6_2
ENST00000242786.5	CD97	19	207-273	14508029	14508747	0	19.48689847	0	19.48689847	CD97_2
ENST00000325495.4	HNRNPM	19	656-731	8551278	8553738	6	36.18358384	0.165821054	25.17851016	HNRNPM_2
ENST00000252674.7	MLLT1	19	1-173	6279795	6227015	15	80.80711799	0.185627212	53.59152617	MLLT1_1
ENST00000252674.7	MLLT1	19	495-560	6213416	6213053	9	34.77519787	0.258805141	19.10444414	MLLT1_3
ENST00000255641.8	CSNK1G2	19	34-348	1969871	1979792	47	153.0645405	0.307060014	101.1421469	CSNK1G2_2
ENST00000538904.2	EVI5L	19	1-713	7911429	7928166	114	261.3927408	0.436125348	83.11103044	EVI5L_1
ENST00000538904.2	EVI5L	19	714-806	7928310	7928588	3	33.10927923	0.09060904	27.38110635	EVI5L_2
ENST00000361664.2	C19orf45	19	1-151	7565709	7566161	25	80.43113677	0.310824899	38.20175925	C19orf45_1
ENST00000303657.5	RFX2	19	208-724	6016258	5994846	112	213.1930127	0.525345547	48.03171406	RFX2_2
ENST00000263377.2	BRD4	19	1-700	15383910	15365021	156	270.4332818	0.576852076	57.21370673	BRD4_1
ENST00000263377.2	BRD4	19	1171-1363	15350268	15349188	33	76.62852067	0.430649055	31.65456396	BRD4_3
ENST00000327064.4	CARM1	19	1-487	10982379	11031546	53	182.7478768	0.290017049	92.11878037	CARM1_1
ENST00000221496.4	AMH	19	239-561	2250898	2251956	65	140.858398	0.461456334	40.85305969	AMH_2
ENST00000221494.5	SF3A2	19	1-170	2243418	2246985	9	66.92368102	0.134481545	50.13401492	SF3A2_1
ENST00000360228.5	CACNA1A	19	1-1029	13617038	13409360	166	437.2696519	0.37962845	168.2879745	CACNA1A_1
ENST00000360228.5	CACNA1A	19	1221-1946	13395913	13325316	84	278.8415933	0.301246306	136.1462831	CACNA1A_4
ENST00000250896.3	MKNK2	19	182-315	2042819	2041839	9	34.54298426	0.260544947	18.88788878	MKNK2_2
ENST00000359526.4	DNMT1	19	368-1633	10270586	10244343	216	521.3728903	0.414290816	178.8597065	DNMT1_2
ENST00000313285.8	TRIP10	19	1-52	6739773	6741251	8	24.85221878	0.321902848	11.42744156	TRIP10_1
ENST00000245908.6	SH2D3A	19	500-577	6753539	6752604	8	29.28619501	0.273166248	15.47152499	SH2D3A_2
ENST00000253108.4	EIF3G	19	144-321	10227641	10225790	38	98.67353698	0.385108319	37.30765312	EIF3G_2
ENST00000292672.2	CELF5	19	1-288	3224738	3282237	34	137.3335817	0.247572368	111.7356039	CELF5_1
ENST00000292672.2	CELF5	19	383-486	3285984	3293444	8	43.72760307	0.182950801	44.27859798	CELF5_3
ENST00000215574.4	CDC34	19	1-188	531932	541405	34	80.5432783	0.422133302	26.89581055	CDC34_1
ENST00000429416.3	SMARCA4	19	351-744	11098533	11121165	52	173.1376089	0.300339137	84.75524403	SMARCA4_2
ENST00000429416.3	SMARCA4	19	745-1064	11121166	11136999	6	140.4318624	0.042725347	128.6882144	SMARCA4_3
ENST00000429416.3	SMARCA4	19	1065-1390	11137000	11145808	31	151.7714391	0.204254504	96.10332875	SMARCA4_4
ENST00000429416.3	SMARCA4	19	1391-1648	11151983	11172492	53	122.2044752	0.433699338	39.19054015	SMARCA4_5
ENST00000263620.3	ARID3A	19	247-335	960137	964887	4	36.08206761	0.110858392	46.5681221	ARID3A_2
ENST00000397979.3	MAP2K7	19	229-420	7975874	7977316	25	90.59992023	0.275938433	47.49838105	MAP2K7_2
ENST00000264824.4	LYL1	19	142-281	13211474	13210133	13	46.8259453	0.277623867	24.43505557	LYL1_2
ENST00000315576.3	EMR2	19	217-270	14876602	14876354	1	25.37293199	0.039412079	42.27849811	EMR2_2
ENST00000264828.3	COL5A3	19	1497-1556	10077392	10077213	2	14.94009278	0.133867977	17.83658072	COL5A3_2
ENST00000588649.2	POLRMT	19	955-1006	619981	619634	14	34.72560202	0.403160757	16.01544696	POLRMT_2
ENST00000389253.4	DNM2	19	1-692	10828919	10939729	131	304.3266991	0.430458453	98.71675642	DNM2_1
ENST00000343625.7	RASAL3	19	738-938	15565027	15563483	42	81.25853889	0.516868757	23.0799093	RASAL3_2
ENST00000340880.4	PGLYRP2	19	379-577	15582909	15579474	59	101.1145438	0.583496674	17.54084755	PGLYRP2_2
ENST00000340736.6	LPHN1	19	1-1019	14294414	14267005	253	463.8221217	0.54546773	95.82545745	LPHN1_1
ENST00000254337.6	DCAF15	19	1-166	14063325	14066959	29	63.51976826	0.456550784	18.759741	DCAF15_1
ENST00000254337.6	DCAF15	19	437-601	14070483	14071807	26	64.59101326	0.402532778	23.05686549	DCAF15_3
ENST00000539243.2	HMHA1	19	1-978	1066025	1083283	242	418.6101496	0.578103518	74.51120084	HMHA1_1
ENST00000233078.4	DAZAP1	19	1-146	1407773	1422370	17	58.34903495	0.291350149	40.76826773	DAZAP1_1
ENST00000233078.4	DAZAP1	19	147-186	1422371	1428852	0	16.45420154	0	32.90840308	DAZAP1_2
ENST00000233078.4	DAZAP1	19	187-408	1428853	1434911	48	91.5984323	0.524026436	25.16040258	DAZAP1_3
ENST00000355272.6	AP3D1	19	1-524	2151333	2118741	113	219.9618889	0.513725358	52.01285426	AP3D1_1
ENST00000254325.4	RFX1	19	430-980	14083581	14073507	103	215.1929595	0.478640194	58.49289956	RFX1_2
ENST00000263383.3	ILVBL	19	114-156	15234052	15233839	3	17.40481378	0.172366107	18.26082035	ILVBL_2
ENST00000352831.6	PDE4A	19	483-642	10571761	10574651	26	76.66284621	0.339147335	33.48067693	PDE4A_2
ENST00000222139.6	EPOR	19	1-284	11494883	11489430	64	122.4296799	0.522749059	27.88561969	EPOR_1
ENST00000586582.1	SEMA6B	19	661-889	4544299	4543613	5	66.09370626	0.075650168	56.4719571	SEMA6B_2
ENST00000255608.4	BTBD2	19	1-84	2015702	2015451	0	32.57540661	0	32.57540661	BTBD2_1
ENST00000337665.4	ARHGEF1	19	402-785	42402628	42409387	68	179.3824556	0.37907832	90.84321874	ARHGEF1_2
ENST00000355537.3	ZNF536	19	1-716	30934470	30936617	196	367.136525	0.533861348	79.77334911	ZNF536_1
ENST00000252575.6	NCAN	19	261-376	19335788	19337350	9	47.35066485	0.190071249	31.06130609	NCAN_2
ENST00000222286.4	GAPDHS	19	346-409	36034709	36036072	14	34.24855572	0.408776362	11.97142479	GAPDHS_2
ENST00000252530.5	FAM98C	19	1-122	38893794	38895564	14	41.87714092	0.334311266	18.55749864	FAM98C_1
ENST00000335393.4	FAM129C	19	240-373	17649988	17651247	17	50.04630997	0.339685384	29.38161524	FAM129C_2
ENST00000263372.3	KCNK6	19	1-76	38810591	38810818	11	40.53940561	0.271340929	21.52415584	KCNK6_1
ENST00000340093.3	PLAUR	19	1-36	44174272	44171791	5	19.61893858	0.254855785	10.89321751	PLAUR_1
ENST00000360535.4	CLIP3	19	1-367	36523259	36509882	56	170.2762923	0.328877257	76.69341871	CLIP3_1
ENST00000458235.1	JAK3	19	926-1039	17942512	17941007	17	60.8398874	0.27942195	44.32867753	JAK3_2
ENST00000247001.5	SUGP1	19	493-646	19390073	19387457	21	63.44472863	0.330996766	28.39566071	SUGP1_2
ENST00000378910.5	NPHS1	19	548-747	36336686	36334467	61	119.1748377	0.511853015	34.64410686	NPHS1_2
ENST00000591517.1	MAP4K1	19	1-216	39108535	39103268	32	78.54082861	0.407431403	27.57863351	MAP4K1_1
ENST00000591517.1	MAP4K1	19	511-834	39092081	39078450	42	120.5585483	0.348378448	51.19044314	MAP4K1_3
ENST00000203556.4	GMIP	19	117-638	19751270	19745486	126	232.0670095	0.542946627	58.22646626	GMIP_2
ENST00000409235.3	CATSPERG	19	642-821	38852331	38853460	53	102.3759186	0.517699873	28.96571943	CATSPERG_2
ENST00000301146.4	CYP2A7	19	436-495	41381777	41381598	3	25.79011245	0.116323649	20.13908339	CYP2A7_2
ENST00000318596.7	SLC25A42	19	1-216	19206934	19218853	57	95.74541857	0.595328746	15.67915711	SLC25A42_1
ENST00000318596.7	SLC25A42	19	217-319	19218854	19221685	15	62.4048759	0.240365833	36.0103634	SLC25A42_2
ENST00000222270.7	KMT2B	19	1119-1569	36215558	36219905	103	180.1809417	0.571647584	33.06064288	KMT2B_2
ENST00000222270.7	KMT2B	19	1570-1785	36219906	36221686	25	93.64876167	0.266954945	50.32263529	KMT2B_3
ENST00000222270.7	KMT2B	19	2415-2716	36227674	36229458	19	119.9028815	0.15846158	84.91365149	KMT2B_6
ENST00000162023.5	MEF2B	19	1-88	19261544	19258636	22	45.48763145	0.483647957	15.01375093	MEF2B_1
ENST00000519716.2	UNC13A	19	476-987	17763453	17750012	52	226.619314	0.229459701	134.5512184	UNC13A_2
ENST00000519716.2	UNC13A	19	988-1704	17750011	17716863	115	228.2202348	0.503899227	56.16864598	UNC13A_3
ENST00000222248.3	SLC5A5	19	1-179	17983129	17985534	49	90.37155951	0.54220598	18.93965254	SLC5A5_1
ENST00000338502.4	SPRED3	19	254-411	38886312	38886785	3	50.98016077	0.058846421	45.15670004	SPRED3_2
ENST00000339852.4	NCCRP1	19	1-117	39687623	39688706	7	25.58034794	0.273647568	13.49588091	NCCRP1_1
ENST00000526816.2	POU2F2	19	194-383	42600317	42598030	20	83.78678668	0.238701122	48.56080912	POU2F2_2
ENST00000222254.8	PIK3R2	19	336-729	18273116	18280104	97	189.5772518	0.511664765	45.20873397	PIK3R2_2
ENST00000545399.1	ATP1A3	19	33-1027	42492663	42471089	111	432.0784167	0.256897812	238.5940738	ATP1A3_2
ENST00000262633.4	RBM42	19	1-133	36120056	36122264	16	40.72979893	0.392832776	19.55971745	RBM42_1
ENST00000262633.4	RBM42	19	380-481	36128062	36128456	24	59.19926208	0.405410459	27.06147232	RBM42_3
ENST00000253055.3	MAP3K10	19	1-849	40697939	40720881	183	364.5442636	0.501996653	90.40965097	MAP3K10_1
ENST00000157812.2	PSMC4	19	37-354	40478125	40486336	26	135.6515418	0.19166756	133.3994544	PSMC4_2
ENST00000338797.6	CRTC1	19	1-83	18794513	18854923	1	14.78504426	0.067635915	12.85268017	CRTC1_1
ENST00000575354.2	CIC	19	1-29	42788857	42790942	0	11.19912011	0	11.19912011	CIC_1
ENST00000575354.2	CIC	19	194-310	42791599	42792126	10	50.8437925	0.196680844	32.81060094	CIC_3
ENST00000575354.2	CIC	19	1329-1609	42797933	42799343	48	114.8072207	0.41809217	38.87564483	CIC_6
ENST00000544216.3	LSM14A	19	1-107	34663548	34687574	13	40.78619907	0.318735266	25.84414351	LSM14A_1
ENST00000338128.8	ISYNA1	19	1-286	18548789	18546959	59	139.4581354	0.423066032	46.41903133	ISYNA1_1
ENST00000269980.2	BCKDHA	19	151-389	41920029	41929074	59	111.7185004	0.528113068	30.10050568	BCKDHA_2
ENST00000262623.3	ATP4A	19	506-1036	36048734	36041517	125	235.1287323	0.531623672	62.30260859	ATP4A_3
ENST00000262895.3	GRIK5	19	142-981	42566724	42503023	162	315.489795	0.513487291	74.67473603	GRIK5_2
ENST00000392197.2	ZBTB32	19	368-488	36207112	36207654	23	62.93196581	0.365474043	25.33786881	ZBTB32_2
ENST00000540732.1	CTC-435M10.3	19	185-423	41920029	41929074	59	111.7195154	0.52810827	30.10146359	CTC-435M10.3_2
ENST00000443236.1	CPAMD8	19	1660-1815	17010297	17007109	14	46.33476512	0.302148936	31.15814418	CPAMD8_2
ENST00000252699.2	ACTN4	19	1-380	39138386	39207953	45	159.1050068	0.28283208	81.83245041	ACTN4_1
ENST00000252699.2	ACTN4	19	381-912	39207954	39220072	135	243.4833867	0.554452613	48.33448948	ACTN4_2
ENST00000546361.2	CHERP	19	1-200	16653189	16643483	34	73.06317337	0.465350715	26.10879944	CHERP_1
ENST00000546361.2	CHERP	19	201-292	16643482	16641396	5	41.14615437	0.121518039	51.21538317	CHERP_2
ENST00000546361.2	CHERP	19	293-917	16640711	16629970	134	257.5080878	0.520372005	71.9555395	CHERP_3
ENST00000301141.5	CYP2A6	19	428-495	41350557	41349701	1	31.5804318	0.031665178	29.61209698	CYP2A6_2
ENST00000262811.6	MAST3	19	1-582	18208603	18245755	115	254.3630208	0.452109743	76.35564126	MAST3_1
ENST00000262811.6	MAST3	19	831-1310	18254811	18260536	117	210.2002176	0.556612174	41.32384191	MAST3_3
ENST00000379803.1	SIN3B	19	1-901	16940232	16986880	194	386.9753992	0.501323858	96.23222763	SIN3B_1
ENST00000221265.3	PAF1	19	1-422	39881504	39876961	71	155.0488807	0.457920107	45.56120827	PAF1_1
ENST00000262809.4	ELL	19	494-622	18557610	18555562	38	63.38691096	0.599492851	11.88680854	ELL_3
ENST00000331105.2	CYP2F1	19	385-433	41631398	41633810	0	17.18269076	0	34.36538151	CYP2F1_2
ENST00000595618.1	MYO9B	19	1-690	17212528	17283702	165	288.9238971	0.571084641	53.15286283	MYO9B_1
ENST00000246548.4	UBA2	19	1-262	34919338	34941184	28	86.42748457	0.323971016	39.49867303	UBA2_1
ENST00000301242.4	PPP1R14A	19	1-59	38746979	38746803	4	21.4998026	0.18604822	14.24399548	PPP1R14A_1
ENST00000378875.3	ALKBH6	19	183-267	36500446	36500192	3	19.82436596	0.151328926	14.27835274	ALKBH6_2
ENST00000291842.5	SHKBP1	19	1-66	41082806	41083474	8	26.39047797	0.30313964	17.68396841	SHKBP1_1
ENST00000252891.4	NUMBL	19	1-387	41196388	41174042	66	151.5349582	0.435543064	48.28080044	NUMBL_1
ENST00000591812.1	RINL	19	343-567	39360898	39359744	47	92.0515733	0.510583343	22.04899041	RINL_2
ENST00000308370.7	LTBP4	19	1-467	41103141	41114169	90	172.5258183	0.521661053	39.47531305	LTBP4_1
ENST00000222249.9	KCNN1	19	184-373	18092569	18099283	12	85.95342687	0.13961049	100.6532789	KCNN1_2
ENST00000359342.6	CGB2	19	4-164	49535761	49536478	6	62.9010648	0.095387892	51.47339216	CGB2_2
ENST00000291860.1	KIR3DL3	19	1-317	55236002	55246721	2	39.96762799	0.050040498	63.9555654	KIR3DL3_1
ENST00000291860.1	KIR3DL3	19	362-411	55247316	55247563	1	18.45052904	0.054198988	29.07087199	KIR3DL3_3
ENST00000570106.2	SIGLEC5	19	1-209	52133588	52132684	5	61.53470609	0.081254959	51.94098088	SIGLEC5_1
ENST00000336077.6	KIR2DL1	19	210-349	55286874	55295265	3	34.7409667	0.086353383	29.00002685	KIR2DL1_2
ENST00000221485.3	SLC17A7	19	1-498	49944636	49933965	71	242.9664696	0.292221392	121.7141884	SLC17A7_1
ENST00000406403.1	CNOT3	19	1-236	54646715	54649650	12	110.5352299	0.108562673	87.83798202	CNOT3_1
ENST00000406403.1	CNOT3	19	592-754	54656233	54659145	13	64.49109026	0.201578233	41.11160729	CNOT3_3
ENST00000447370.2	SIGLEC11	19	1-366	50464338	50462294	25	112.8814378	0.221471311	68.41822055	SIGLEC11_1
ENST00000334186.4	PPFIA3	19	1-192	49631131	49632705	16	95.18983872	0.168085168	65.8792014	PPFIA3_1
ENST00000334186.4	PPFIA3	19	273-507	49633794	49639036	26	116.6157609	0.222954426	70.41257601	PPFIA3_3
ENST00000334186.4	PPFIA3	19	790-1195	49643345	49653395	51	183.1001078	0.278536155	95.30545167	PPFIA3_5
ENST00000527223.2	DNAAF3	19	175-297	55676741	55672763	6	28.40488533	0.21123127	26.15215051	DNAAF3_2
ENST00000245620.9	LILRB3	19	1-105	54726848	54726190	2	30.80934686	0.064915365	26.93917759	LILRB3_1
ENST00000245620.9	LILRB3	19	106-419	54726189	54724399	28	63.60326874	0.440228947	19.92967925	LILRB3_2
ENST00000540331.1	ZNF701	19	72-113	53079148	53079273	0	10.88990473	0	21.77980946	ZNF701_2
ENST00000391742.2	LAIR1	19	119-140	54872532	54868571	0	8.059887582	0	16.11977516	LAIR1_2
ENST00000360844.6	SIGLEC14	19	1-210	52150012	52149105	4	57.50728166	0.069556409	49.7855073	SIGLEC14_1
ENST00000595948.1	IL4I1	19	323-590	50393730	50392927	58	141.8467907	0.408891873	49.5625194	IL4I1_2
ENST00000317578.6	SIX5	19	1-140	46272102	46271683	3	66.12045324	0.04537174	60.25656846	SIX5_1
ENST00000317578.6	SIX5	19	141-264	46271682	46271311	29	59.82164389	0.484774374	15.88010076	SIX5_2
ENST00000433867.1	PRKD2	19	1-534	47219627	47195217	136	256.9038865	0.529380859	68.80294906	PRKD2_1
ENST00000433867.1	PRKD2	19	535-804	47195216	47178302	32	116.4098823	0.274890751	86.17134677	PRKD2_2
ENST00000411543.2	EPN1	19	1-354	56188538	56203161	56	118.9083861	0.470950804	33.28163107	EPN1_1
ENST00000270642.8	IGLON5	19	160-337	51828686	51832013	24	68.79938005	0.348840353	29.17154851	IGLON5_2
ENST00000221444.1	KCNA7	19	1-174	49575842	49575321	50	117.6700299	0.424917033	38.91588156	KCNA7_1
ENST00000418929.2	PRR12	19	1560-2037	50105080	50128864	73	168.8546092	0.432324592	54.41430442	PRR12_4
ENST00000308924.4	U2AF2	19	1-96	56166471	56171939	28	68.43343433	0.409156727	23.88982268	U2AF2_1
ENST00000308924.4	U2AF2	19	97-311	56171940	56180146	2	87.31204629	0.022906347	83.35785898	U2AF2_2
ENST00000308924.4	U2AF2	19	312-430	56180147	56181055	17	55.46439608	0.306502932	26.67494591	U2AF2_3
ENST00000308924.4	U2AF2	19	431-476	56181056	56185434	0	21.00821291	0	21.00821291	U2AF2_4
ENST00000253727.5	NR1H2	19	218-461	50881958	50885859	49	101.9221366	0.480759152	27.47933507	NR1H2_2
ENST00000326321.3	KIR3DL2	19	1-337	55361931	55377270	7	76.04106896	0.092055518	62.68545759	KIR3DL2_1
ENST00000454376.2	PRMT1	19	45-372	50183786	50191502	40	151.8999222	0.263331274	82.43317315	PRMT1_2
ENST00000391910.3	STRN4	19	651-761	47225574	47223859	17	53.09073906	0.320206505	24.53424965	STRN4_2
ENST00000322217.5	MYPOP	19	1-169	46405031	46394574	28	90.07485507	0.310852568	42.77872697	MYPOP_1
ENST00000270645.3	RCN3	19	1-186	50031730	50040402	49	86.0702229	0.56930258	15.96604935	RCN3_1
ENST00000391835.1	AKT1S1	19	230-277	50373317	50373174	2	18.26142704	0.109520466	14.48046798	AKT1S1_2
ENST00000312865.6	MED25	19	448-556	50335382	50338428	13	44.39973357	0.29279455	30.86408025	MED25_2
ENST00000451287.2	PPM1N	19	1-191	46001731	46002303	22	99.95854065	0.220091248	60.80054811	PPM1N_1
ENST00000413299.1	SBK2	19	142-349	56042542	56041100	36	81.1771624	0.443474481	25.14224373	SBK2_2
ENST00000359032.5	AP2A1	19	1-629	50270391	50305080	86	255.026551	0.33721979	112.0274529	AP2A1_1
ENST00000595883.1	SPIB	19	157-263	50926991	50931593	8	37.67969474	0.212315945	23.3782223	SPIB_2
ENST00000342376.3	KIR2DL3	19	7-221	55250029	55255535	7	63.29563268	0.110592148	50.06977772	KIR2DL3_2
ENST00000449228.1	BBC3	19	1-217	47735859	47725093	8	29.15795516	0.274367662	15.35289646	BBC3_1
ENST00000322088.6	PPP2R1A	19	1-555	52693350	52728973	52	218.1631868	0.238353687	126.5575785	PPP2R1A_1
ENST00000413988.1	EXOC3L2	19	203-290	45721511	45719402	11	36.1696048	0.304122759	24.15208496	EXOC3L2_2
ENST00000586790.1	CCDC106	19	170-281	56162843	56164112	16	66.12645703	0.241960642	37.9978273	CCDC106_2
ENST00000426677.2	TOMM40	19	1-48	45394673	45394816	0	5.819374657	0	11.63874931	TOMM40_1
ENST00000426677.2	TOMM40	19	180-362	45397218	45406426	33	72.88950189	0.452740095	27.47815781	TOMM40_3
ENST00000222145.4	RASIP1	19	1-293	49243539	49238753	11	59.87209388	0.183724993	39.8930688	RASIP1_1
ENST00000391728.4	KIR3DL1	19	240-335	55333082	55340820	1	28.83694145	0.034677741	48.9505684	KIR3DL1_2
ENST00000391759.1	TFPT	19	1-89	54618649	54617837	20	50.06181634	0.39950608	18.05193794	TFPT_1
ENST00000309383.1	BRSK1	19	1-286	55795811	55814065	20	103.2025949	0.193793577	67.07846644	BRSK1_1
ENST00000309383.1	BRSK1	19	287-779	55814066	55823436	121	226.672381	0.533810072	49.26339969	BRSK1_2
ENST00000391884.1	KCNJ14	19	1-290	48964982	48967593	55	137.7378825	0.399309173	49.699887	KCNJ14_1
ENST00000221399.3	TULP2	19	1-111	49401125	49398639	22	52.5285456	0.418819896	17.74258331	TULP2_1
ENST00000412770.2	PPP6R1	19	1-150	55758471	55756735	32	59.11399482	0.541326975	12.43645802	PPP6R1_1
ENST00000222115.1	HAS1	19	1-181	52227186	52222618	24	81.45847144	0.294628656	40.5295592	HAS1_1
ENST00000396720.3	GLTSCR1	19	1-438	48176832	48183741	43	126.0583538	0.341111864	54.72616396	GLTSCR1_1
ENST00000396720.3	GLTSCR1	19	1056-1561	48198711	48205672	100	170.9247241	0.585052868	29.43001085	GLTSCR1_3
ENST00000262891.4	MARK4	19	100-322	45766416	45781833	27	96.34387791	0.280246141	69.99505853	MARK4_2
ENST00000474037.1	ZNF525	19	1-48	53875535	53883976	1	14.11579914	0.070842606	12.18664175	ZNF525_1
ENST00000221455.3	CLASRP	19	1-33	45543471	45543569	0	15.67029209	0	15.67029209	CLASRP_1
ENST00000221455.3	CLASRP	19	34-675	45555329	45574103	161	285.3778637	0.56416429	54.2083145	CLASRP_2
ENST00000263431.3	PRKCG	19	1-188	54385749	54394962	18	82.6208448	0.217862696	74.38164062	PRKCG_1
ENST00000263431.3	PRKCG	19	367-698	54401700	54410149	55	150.0111127	0.366639504	79.65084443	PRKCG_3
ENST00000164227.5	BCL3	19	171-353	45259589	45261670	23	81.03936698	0.283812681	41.56705864	BCL3_2
ENST00000396365.2	LILRA6	19	1-342	54746600	54744382	52	116.4281397	0.446627423	35.65276566	LILRA6_1
ENST00000600404.1	ZSCAN18	19	1-244	58629763	58598761	54	90.62180849	0.595883054	14.79949341	ZSCAN18_1
ENST00000215057.2	MZF1	19	473-735	59074227	59073439	80	138.0819835	0.579365953	24.43125974	MZF1_2
ENST00000594051.1	ZBTB45	19	397-512	59027852	59025421	17	66.15909616	0.256956352	36.52735415	ZBTB45_2
ENST00000255136.3	PABPC1L	20	1-67	43538785	43541308	7	26.2353599	0.266815475	14.10306822	PABPC1L_1
ENST00000398485.2	PAX1	20	1-206	21686351	21687407	19	73.26771062	0.259322966	40.19484696	PAX1_1
ENST00000371741.4	KCNB1	20	1-445	48099017	47990762	19	211.6834376	0.089756668	175.3888142	KCNB1_1
ENST00000354216.6	UCKL1	20	135-549	62577522	62571329	98	193.7560356	0.505790695	47.32352378	UCKL1_2
ENST00000358771.4	SIRPA	20	130-280	1896053	1903044	15	65.34824796	0.229539436	56.54608306	SIRPA_2
ENST00000461685.1	ZMYND8	20	1-473	45985414	45905119	59	165.1843249	0.357176748	68.25775304	ZMYND8_1
ENST00000262659.8	CCM2L	20	81-434	30605645	30617605	62	107.3178258	0.577723221	19.13666554	CCM2L_2
ENST00000454036.2	SLC12A5	20	1-966	44650405	44684830	159	357.2289765	0.445092673	139.0456138	SLC12A5_1
ENST00000454036.2	SLC12A5	20	1059-1140	44685199	44686244	13	53.20010815	0.244360405	43.76332843	SLC12A5_3
ENST00000381962.3	SRXN1	20	1-64	633829	633638	5	22.4073813	0.223140756	13.52308508	SRXN1_1
ENST00000316099.4	HNF4A	20	59-135	43034757	43042353	10	38.69531186	0.258429239	30.32795654	HNF4A_2
ENST00000374810.3	TP53INP2	20	147-221	33297887	33298111	11	39.09663675	0.281354124	20.19153212	TP53INP2_2
