transcript	gene	chr	n_coding_exons	cds_start	cds_end	bp	amino_acids	low_depth_exons	obs_mis	exp_mis	obs_exp	overall_chisq	n_regions	mis_z	pLI
ENST00000253801.2	G6PC	17	5	41052893	41063443	1074	358	.	111	116.6101154	0.951889976	0.269902785	1	0.253657455	0.001811356
ENST00000421990.2	PTGES3L-AARSD1	17	17	41102609	41132199	1761	587	1	217	199.6807838	1.086734516	1.502173841	1	-0.599481997	2.57E-08
ENST00000427569.2	AARSD1	17	12	41102609	41116457	1239	413	.	159	149.2899894	1.065041271	0.63155143	1	-0.386696702	2.44E-07
ENST00000409446.3	PTGES3L	17	6	41121164	41132199	486	162	"1,6"	44	33.96008296	1.295638767	2.96818869	1	-0.842678412	0.024744074
ENST00000361677.1	RUNDC1	17	5	41132593	41143733	1842	614	.	168	219.1032388	0.766761828	11.91922598	1	1.690555176	0.018920491
ENST00000589913.1	RPL27	17	4	41150767	41154937	411	137	.	48	57.77227031	0.830848428	1.652994881	1	0.628857476	0.822384681
ENST00000438323.2	IFI35	17	7	41158964	41166316	867	289	.	115	100.5424017	1.143796031	2.078945265	1	-0.70375698	5.70E-08
ENST00000355653.3	VAT1	17	6	41168077	41174339	1182	394	.	116	157.396086	0.736994184	10.88741135	1	1.61696534	0.019956013
ENST00000587250.2	RND2	17	5	41177364	41180697	684	228	.	78	89.32968237	0.873170014	1.436943458	1	0.716305551	0.000138854
ENST00000471181.2	BRCA1	17	23	41197694	41276113	5655	1885	.	567	508.8866993	1.114196934	6.63636076	1	-1.260792617	3.29E-20
ENST00000422280.1	NBR1	17	20	41327816	41362093	2901	967	.	234	232.376937	1.006984613	0.011336466	1	-0.05341566	0.000436707
ENST00000331615.3	TMEM106A	17	7	41365060	41369820	789	263	.	78	88.41268658	0.88222633	1.226340313	1	0.541653718	0.000328022
ENST00000320033.4	ARL4D	17	1	41477100	41477706	606	202	.	39	92.36915009	0.42221889	30.83568679	1	2.716084605	0.132429776
ENST00000262415.3	DHX8	17	23	41561405	41601215	3663	1221	.	206	446.3196597	0.461552601	129.3994956	2	5.563468944	0.934509015
ENST00000319349.5	ETV4	17	12	41605886	41622985	1455	485	.	154	179.2094674	0.8593296	3.546225857	1	0.91905438	0.00270291
ENST00000318579.4	MEOX1	17	3	41719277	41738902	765	255	.	101	93.49930017	1.080221989	0.60172106	1	-0.379229965	0.065397404
ENST00000301691.2	SOST	17	2	41832709	41836109	642	214	.	74	126.1927273	0.586404634	21.58667015	1	2.270696755	0.379603155
ENST00000226004.3	DUSP3	17	3	41846976	41856292	558	186	.	52	74.61821569	0.696880775	6.856016006	1	1.28227058	0.736744916
ENST00000398389.4	MPP3	17	18	41879068	41909274	1758	586	.	165	221.0090697	0.746575696	14.19405954	1	1.84056367	2.00E-05
ENST00000317310.4	CD300LG	17	7	41924584	41939279	999	333	.	144	118.3917431	1.216301038	5.539092537	1	-1.155168865	0.029935109
ENST00000269095.4	MPP2	17	12	41955174	41981828	1659	553	.	172	259.3480087	0.663201545	29.4186744	1	2.652519022	0.002580507
ENST00000591228.1	PPY	17	3	42018295	42019022	288	96	.	25	27.63305219	0.904713668	0.250893886	1	0.242147535	0.563418204
ENST00000360085.2	PYY	17	3	42030323	42030851	294	98	.	39	55.63282437	0.701024987	4.972798876	1	1.090490681	0.054416635
ENST00000293404.3	NAGS	17	7	42082031	42085969	1605	535	.	120	214.6785608	0.55897524	41.75558955	1	3.158281554	4.89E-05
ENST00000589334.1	TMEM101	17	4	42089295	42092320	774	258	.	79	106.167259	0.744108878	6.951860365	1	1.289012094	0.161635624
ENST00000591247.1	LSM12	17	5	42113575	42143955	588	196	.	26	58.76628386	0.442430562	18.26947847	3	2.090645431	0.931681763
ENST00000269097.4	G6PC3	17	6	42148333	42153411	1041	347	.	108	125.670909	0.859387434	2.484751847	1	0.772754018	1.07E-05
ENST00000225983.6	HDAC5	17	26	42155743	42194883	3372	1124	.	279	397.7130047	0.70151088	35.43454028	2	2.911034537	0.999808248
ENST00000319977.4	C17orf53	17	10	42219510	42239300	1944	648	.	219	207.768267	1.054058943	0.607175617	1	-0.382575714	5.99E-08
ENST00000293414.1	ASB16	17	5	42248157	42255758	1362	454	.	175	205.639732	0.85100286	4.56523245	1	1.053394291	2.42E-10
ENST00000587989.1	TMUB2	17	3	42265076	42268232	966	322	1	122	107.8307816	1.131402352	1.861868625	1	-0.659621561	0.001301139
ENST00000454077.2	ATXN7L3	17	12	42271630	42275438	1065	355	.	80	139.1211987	0.575038173	25.12425259	2	2.451767364	0.95523889
ENST00000302904.4	UBTF	17	20	42284609	42295597	2295	765	.	98	294.7233189	0.332515257	131.309814	2	5.606026373	0.999998048
ENST00000262418.6	SLC4A1	17	19	42327825	42340234	2736	912	.	291	356.490143	0.816291855	12.0310727	1	1.695314713	0.909484295
ENST00000426726.3	RUNDC3A	17	11	42386200	42395606	1341	447	11	57	135.607368	0.420331143	45.56624312	1	3.308301108	0.960334019
ENST00000377095.5	SLC25A39	17	11	42397368	42400930	1080	360	.	163	136.6415278	1.192902353	5.084611321	1	-1.108285752	0.000102385
ENST00000053867.3	GRN	17	12	42426532	42430166	1782	594	.	229	248.0888365	0.923056447	1.468762903	1	0.592511499	0.060278429
ENST00000262407.5	ITGA2B	17	30	42449731	42466841	3120	1040	.	302	379.6022912	0.795569487	15.86427622	3	1.948719136	4.07E-05
ENST00000591680.1	GPATCH8	17	8	42474935	42580738	4509	1503	.	459	499.294301	0.919297495	3.251851039	2	0.882033031	0.99949549
ENST00000409122.2	C17orf104	17	8	42733981	42751564	2859	953	"1,2,3,4,7,8"	183	152.4389211	1.200480814	6.126909968	1	-1.212873752	0.978536145
ENST00000315286.8	CCDC43	17	5	42756223	42767121	675	225	.	70	72.98782899	0.959064011	0.122309736	1	0.178288591	0.000257178
ENST00000315005.3	DBF4B	17	14	42786188	42828621	1848	616	.	213	208.6233909	1.020978516	0.091814764	1	-0.151716359	4.43E-08
ENST00000200557.6	ADAM11	17	27	42836567	42857122	2310	770	.	200	317.8910188	0.629146431	43.72030506	3	3.209734824	0.024736381
ENST00000426548.1	GJC1	17	1	42881994	42883185	1191	397	.	88	136.3604972	0.64534819	17.15113786	1	2.025643219	0.944105282
ENST00000253410.2	HIGD1B	17	3	42925520	42927764	300	100	.	54	39.99448035	1.350186314	4.904541298	1	-1.081708244	0.002345584
ENST00000426333.2	EFTUD2	17	27	42928641	42971889	2919	973	.	178	343.2725783	0.518538361	79.57240651	2	4.362654834	0.999991435
ENST00000417826.2	CCDC103	17	3	42978366	42980185	729	243	.	84	86.71664158	0.9686722	0.085106403	1	0.142690729	0.002185523
ENST00000586793.1	GFAP	17	7	42987836	42992854	1317	439	.	153	195.1348961	0.784072983	9.098062428	1	1.474289581	2.23E-05
ENST00000593135.1	KIF18B	17	15	43003447	43013712	2559	853	.	260	277.2791568	0.937683175	1.076782192	1	0.501238477	8.31E-05
ENST00000452796.2	DCAKD	17	4	43101800	43112253	696	232	.	108	118.9182236	0.908187128	1.002433468	1	0.484362915	0.029386085
ENST00000592782.1	NMT1	17	12	43138697	43183007	1491	497	.	92	182.3218878	0.504602059	44.74527725	2	3.271113873	0.998500521
ENST00000322765.5	PLCD3	17	16	43189983	43209777	2367	789	.	229	275.3368003	0.831708655	7.79808243	2	1.360201734	0.000143297
ENST00000431281.1	ACBD4	17	9	43213511	43221008	1026	342	.	126	127.2508075	0.990170534	0.012294771	1	0.045576606	1.83E-05
ENST00000332499.2	HEXIM1	17	1	43226557	43227637	1080	360	.	88	186.1012419	0.472860896	51.71300078	1	3.517357688	0.944400235
ENST00000307275.3	HEXIM2	17	2	43240160	43247176	861	287	.	89	127.4474391	0.698327096	11.59855062	1	1.669175704	0.368236513
ENST00000331495.3	FMNL1	17	26	43299491	43323963	3303	1101	"1,15"	250	382.4023551	0.653761664	45.84277111	1	3.309434451	0.999687036
ENST00000331780.4	SPATA32	17	5	43331792	43339383	1155	385	.	124	127.7732278	0.970469339	0.111425911	1	0.163555639	2.95E-05
ENST00000376922.2	ARHGAP27	17	16	43472821	43483083	1647	549	.	186	237.8842258	0.781892954	11.31631524	1	1.637796504	0.001255844
ENST00000430334.3	PLEKHM1	17	11	43515223	43559850	3171	1057	.	218	379.7033219	0.574132454	68.86419684	1	4.057842482	0.84054321
ENST00000398285.3	CRHR1	17	14	43861910	43912130	1335	445	6	109	174.9064815	0.62319017	24.83421006	1	2.435841587	0.792134286
ENST00000329196.5	SPPL2C	17	1	43922272	43924327	2055	685	.	294	276.618048	1.062837375	1.092236235	1	-0.51117936	2.30E-05
ENST00000344290.5	MAPT	17	14	44039703	44101537	2331	777	.	242	295.2394571	0.819673638	9.600477585	2	1.514118877	4.68E-05
ENST00000537309.1	STH	17	1	44076645	44077032	387	129	.	44	30.43946781	1.445491763	6.041105397	1	-1.202194063	0.004444666
ENST00000262419.6	KANSL1	17	14	44108841	44249509	3318	1106	.	371	391.0391987	0.94875399	1.02692898	2	0.492840489	0.999733506
ENST00000398238.4	NSF	17	21	44668141	44833189	2235	745	"1,2,3,5,6,7,8,9,11"	56	120.1554144	0.466063059	34.25494573	2	2.862985848	0.71368213
ENST00000225512.5	WNT3	17	4	44845685	44895963	1068	356	.	62	176.9966245	0.350289166	74.71455282	1	4.226973136	0.946108101
ENST00000290015.2	WNT9B	17	4	44929004	44954084	1074	358	1	135	150.4326088	0.897411812	1.583203377	1	0.615438447	0.051616811
ENST00000225567.4	GOSR2	17	7	45000558	45017979	642	214	1	77	77.32775547	0.995761477	0.001389199	1	0.020322211	0.000289194
ENST00000322329.3	RPRML	17	1	45056010	45056373	363	121	.	22	53.85073452	0.408536674	18.83854136	1	2.122951533	0.421294823
ENST00000531206.1	CDC27	17	19	45198300	45266538	2493	831	.	120	219.7342799	0.546114152	45.26797817	1	3.286289707	0.486673202
ENST00000354968.1	MYL4	17	6	45286788	45300408	594	198	.	73	72.14103419	1.011906758	0.010227498	1	-0.050341025	0.000175625
ENST00000559488.1	ITGB3	17	15	45331227	45387570	2367	789	.	222	287.7131543	0.771601843	15.00876337	1	1.892728289	0.141699545
ENST00000331493.2	EFCAB13	17	22	45405719	45518080	2922	974	.	268	259.7149309	1.031900627	0.264298899	1	-0.25315737	8.22E-19
ENST00000322157.4	NPEPPS	17	23	45608666	45699286	2760	920	7	90	241.5234429	0.372634635	95.06056002	2	4.740202673	0.99990592
ENST00000290158.4	KPNB1	17	22	45727610	45759770	2631	877	.	56	266.4503728	0.21017047	166.2199191	1	6.308320686	0.999994328
ENST00000361722.3	TBKBP1	17	9	45773478	45787992	1848	616	.	141	177.5957058	0.793938116	7.540980087	1	1.375540478	0.038377766
ENST00000177694.1	TBX21	17	6	45810820	45822732	1608	536	.	126	213.1242931	0.591204307	35.61603578	3	2.928477538	0.963242651
ENST00000007414.3	OSBPL7	17	22	45885656	45897644	2529	843	.	257	334.6543679	0.767956509	18.01919063	1	2.07591748	0.18160538
ENST00000290208.7	MRPL10	17	5	45901570	45906586	816	272	1	99	93.19834742	1.062250595	0.361156326	1	-0.300630518	0.288891351
ENST00000269025.4	LRRC46	17	8	45909355	45914486	966	322	.	98	106.805001	0.917560031	0.725884004	1	0.416725466	0.000135433
ENST00000290216.9	SCRN2	17	7	45915209	45918209	1278	426	.	164	177.6986331	0.92291087	1.056015708	1	0.503422839	6.56E-07
ENST00000536300.1	SP6	17	1	45924664	45925795	1131	377	.	92	167.8702084	0.548042448	34.29011363	1	2.86418389	0.022947566
ENST00000376741.4	SP2	17	7	45973652	46005190	1842	614	.	148	233.7220029	0.633230924	31.44017977	1	2.720541447	0.969394325
ENST00000225573.4	PNPO	17	7	46019041	46024148	786	262	.	69	94.49304779	0.730212451	6.877706888	1	1.284139631	3.72E-05
ENST00000300557.2	PRR15L	17	1	46030288	46030600	312	104	.	41	41.56701902	0.98635892	0.007734752	1	0.04301778	0.481246951
ENST00000338399.4	CDK5RAP3	17	14	46048512	46058868	1521	507	.	167	171.747422	0.972358118	0.131227682	1	0.164971949	2.87E-12
ENST00000006101.4	COPZ2	17	10	46103793	46115139	627	209	"1,2"	60	51.54616002	1.164005233	1.386473995	1	-0.707636462	0.001709489
ENST00000362042.3	NFE2L1	17	5	46128480	46137003	2319	773	.	217	279.1108563	0.777468863	13.82159949	1	1.818174638	0.998123949
ENST00000393408.3	CBX1	17	4	46148796	46154366	558	186	.	16	58.1455992	0.275171298	30.54833996	1	2.703400174	0.949842678
ENST00000393405.2	SNX11	17	6	46189405	46198870	813	271	.	94	87.43602021	1.075071804	0.492769805	1	-0.343351145	3.86E-05
ENST00000336915.6	SKAP1	17	12	46214597	46507482	1080	360	.	108	112.42815	0.960613512	0.17440928	1	0.199099293	0.00030184
ENST00000239174.6	HOXB1	17	2	46606908	46608266	906	302	.	99	130.4027479	0.759186456	7.562207021	1	1.345059112	0.11519971
ENST00000330070.4	HOXB2	17	2	46620429	46622273	1071	357	.	169	199.3305966	0.847837727	4.615172505	1	1.050776741	0.001838308
ENST00000470495.1	HOXB3	17	2	46627695	46629836	1296	432	.	172	227.90527	0.754699529	13.71358906	1	1.81130755	0.610993265
ENST00000332503.5	HOXB4	17	2	46654083	46655681	756	252	.	75	144.9170377	0.517537491	33.73234944	1	2.841193676	0.11974621
ENST00000239151.5	HOXB5	17	2	46669570	46671044	810	270	.	79	144.5978682	0.546342771	29.75894713	1	2.668243169	0.481440388
ENST00000484302.2	HOXB6	17	2	46673774	46675512	675	225	.	64	110.5201879	0.579079725	19.58129027	2	2.164909081	0.009583407
ENST00000239165.7	HOXB7	17	2	46685203	46688280	654	218	.	76	113.2051588	0.671347497	12.22756858	1	1.706868193	0.007596391
ENST00000239144.4	HOXB8	17	2	46690563	46692066	732	244	.	54	121.3624175	0.444948289	37.38962508	1	2.988453886	0.444768418
ENST00000311177.5	HOXB9	17	2	46700261	46703631	753	251	.	84	119.5206249	0.702807571	10.55646079	1	1.593840935	0.101637476
ENST00000290294.3	PRAC1	17	2	46799162	46799754	174	58	2	11	8.49215825	1.295312649	0.740597391	1	-0.4209276	0.001779923
ENST00000290295.7	HOXB13	17	2	46804151	46805955	855	285	.	104	136.0125847	0.764635127	7.534637923	1	1.342603661	0.009874751
ENST00000393382.3	TTLL6	17	15	46846350	46894434	2676	892	"1,2,3,4,5,6,7,8"	164	178.3133902	0.919729022	1.148949828	1	0.525923087	7.49E-08
ENST00000448105.2	CALCOCO2	17	13	46919069	46940367	1413	471	2	114	123.3520615	0.924183987	0.709036019	1	0.41012511	0.031762453
ENST00000393366.2	ATP5G1	17	4	46970779	46973131	411	137	.	30	47.43663176	0.632422642	6.409311027	1	1.238150702	0.327525829
ENST00000360943.5	UBE2Z	17	7	46985865	47004496	1065	355	1	21	82.37950165	0.254917784	45.73277511	1	3.30570145	0.92755873
ENST00000502492.1	SNF8	17	8	47007836	47022096	777	259	.	77	96.54965386	0.7975171	3.958470599	1	0.973696889	0.290873868
ENST00000357424.2	GIP	17	5	47036068	47044594	462	154	.	58	44.6703734	1.298399713	3.977556749	1	-0.980694041	0.162839345
ENST00000290341.3	IGF2BP1	17	15	47075107	47126806	1734	578	.	110	232.6118802	0.472890722	64.62985961	1	3.932864821	0.998573997
ENST00000300404.2	B4GALNT2	17	11	47210387	47247090	1701	567	.	202	200.7881955	1.006035238	0.007313528	1	-0.048257955	9.64E-07
ENST00000511277.1	GNGT2	17	2	47284118	47284784	210	70	.	21	22.11404364	0.949622798	0.056122401	1	0.115874271	0.173047626
ENST00000225941.1	ABI3	17	8	47288086	47300077	1101	367	.	140	118.2428307	1.184004131	4.003409046	1	-0.98051765	0.027711007
ENST00000362063.2	ZNF652	17	5	47375774	47395087	1821	607	.	159	201.5488877	0.788890486	8.982474999	1	1.46597464	0.970739626
ENST00000300408.3	PHB	17	6	47482353	47490626	819	273	.	50	102.0802106	0.489810902	26.57075569	1	2.520712408	0.82163215
ENST00000172229.3	NGFR	17	6	47572779	47590371	1284	428	.	135	196.4387535	0.687237104	19.21576249	1	2.142261936	0.238222215
ENST00000328741.5	NXPH3	17	2	47653581	47656662	759	253	.	89	105.8910209	0.84048675	2.694341636	1	0.802860179	0.79327242
ENST00000393331.3	SPOP	17	9	47677739	47700172	1125	375	.	21	132.4902301	0.158502253	93.81877745	1	4.737631522	0.992531223
ENST00000240333.6	SLC35B1	17	9	47778819	47785195	969	323	.	87	99.07135174	0.878154971	1.470834204	1	0.592103145	0.013286269
ENST00000240364.2	FAM117A	17	8	47788616	47841449	1362	454	.	113	152.4311047	0.741318514	10.20009675	1	1.556116531	1.22E-05
ENST00000259021.4	KAT7	17	15	47866196	47904864	1836	612	.	81	215.7889283	0.375366802	84.19363928	3	4.487735362	0.999956771
ENST00000334568.4	TAC4	17	5	47916003	47925379	342	114	.	34	34.81843636	0.976494167	0.019238029	1	0.067357011	0.041958906
ENST00000240306.3	DLX4	17	3	48046832	48051307	723	241	.	88	101.54771	0.866587735	1.807430689	1	0.657577525	0.00519723
ENST00000434704.2	DLX3	17	3	48068880	48072362	864	288	.	85	128.2310964	0.662865735	14.5746839	1	1.866819863	0.011365347
ENST00000007722.7	ITGA3	17	25	48133803	48166629	3201	1067	.	325	408.6635974	0.795275141	17.1280182	1	2.023562904	2.41E-05
ENST00000503176.1	PDK2	17	11	48172799	48187461	1224	408	.	99	140.9829147	0.702212748	12.50197679	1	1.712072216	0.168975525
ENST00000503131.1	SAMD14	17	10	48190256	48202323	1338	446	.	144	190.5089545	0.755869982	11.35423192	2	1.646082772	0.02026443
ENST00000316878.6	PPP1R9B	17	12	48212695	48227874	2448	816	1	122	260.2401353	0.468797789	73.43346551	1	4.166035964	0.997286914
ENST00000262018.3	SGCA	17	9	48243401	48252798	1164	388	.	124	150.1968085	0.825583454	4.569156859	1	1.044173116	0.194446674
ENST00000225964.5	COL1A1	17	51	48262862	48278874	4395	1465	.	391	587.741926	0.665257969	65.85779191	1	3.969276593	0.999999999
ENST00000300433.3	TMEM92	17	5	48351862	48356669	480	160	.	51	56.09748272	0.909131703	0.463199574	1	0.332306776	0.129143042
ENST00000017003.2	XYLT2	17	11	48423501	48437652	2598	866	1	264	343.5979791	0.768339793	18.43968434	1	2.097184225	0.337133945
ENST00000225969.4	MRPL27	17	4	48445452	48450531	447	149	.	80	60.35666003	1.32545439	6.393011229	1	-1.244660285	0.385344633
ENST00000393271.2	EME1	17	8	48452569	48458300	1752	584	.	201	171.8159788	1.16985627	4.957088977	1	-1.090542564	7.07E-11
ENST00000225972.7	LRRC59	17	7	48460348	48474678	924	308	.	85	123.9877845	0.685551406	12.25965399	1	1.71054421	0.482144865
ENST00000300441.4	ACSF2	17	16	48503622	48551913	1848	616	.	176	218.2539018	0.806400245	8.180345017	1	1.398570372	0.08385164
ENST00000508540.1	CHAD	17	3	48542658	48546174	1080	360	.	133	169.3675971	0.785274174	7.809062309	1	1.366834467	0.033702414
ENST00000258955.2	RSAD1	17	9	48556245	48562222	1329	443	.	169	176.9625532	0.955004304	0.358280617	1	0.297813304	5.75E-06
ENST00000323776.5	MYCBPAP	17	19	48585906	48608789	2955	985	.	350	344.1143627	1.017103725	0.100666319	1	-0.157152584	0.001733006
ENST00000268933.3	EPN3	17	9	48613917	48619518	1899	633	.	276	276.2765042	0.998999176	0.000276732	1	0.011103684	1.33E-09
ENST00000006658.6	SPATA20	17	17	48624569	48633023	2409	803	1	315	329.6833847	0.955462163	0.653966188	1	0.38938899	1.11E-05
ENST00000359106.5	CACNA1G	17	38	48638820	48704112	7134	2378	.	598	903.8112921	0.661642541	103.4735317	7	4.972786935	0.999996517
ENST00000285238.8	ABCC3	17	31	48712297	48768561	4584	1528	.	581	574.8919249	1.010624736	0.064896687	1	-0.124892452	2.62E-14
ENST00000285243.6	ANKRD40	17	5	48773357	48785015	1107	369	.	95	110.227916	0.86185064	2.103726852	1	0.709431938	0.313648022
ENST00000505658.1	LUC7L3	17	10	48797093	48828022	1299	433	.	88	154.5523068	0.569386519	28.65832051	2	2.617894657	0.999974251
ENST00000311378.4	WFIKKN2	17	2	48913298	48918380	1731	577	.	262	263.2469983	0.99526301	0.005907018	1	0.03808872	0.025878488
ENST00000499247.2	TOB1	17	1	48940340	48941378	1038	346	.	89	104.9195907	0.848268654	2.415500912	1	0.760186826	0.798204384
ENST00000262013.7	SPAG9	17	30	49043632	49198017	3966	1322	6	305	419.3530322	0.727310825	31.18283398	2	2.728963443	0.999998938
ENST00000336097.3	NME1	17	5	49231734	49239206	534	178	.	55	69.12960803	0.795606999	2.887992984	1	0.830667439	0.007774487
ENST00000393193.2	NME2	17	7	49233015	49248965	804	268	.	83	113.0696758	0.734060652	7.996709974	1	1.382745283	0.010430774
ENST00000393198.3	NME1-NME2	17	7	49233015	49248965	804	268	.	83	113.0696758	0.734060652	7.996709974	1	1.382745283	0.010430774
ENST00000586178.1	MBTD1	17	15	49257936	49302522	1887	629	"1,2,3,4,14,15"	67	120.5892193	0.555605222	23.81476922	1	2.391105238	0.995179972
ENST00000225298.7	UTP18	17	13	49337945	49374350	1671	557	.	195	186.3675198	1.04631966	0.399853552	1	-0.31233847	0.415444933
ENST00000451037.2	CA10	17	9	49708944	50235146	987	329	.	88	111.4274404	0.789751606	4.925581737	1	1.085536858	0.973117502
ENST00000268919.4	KIF2B	17	1	51900394	51902416	2022	674	.	264	242.8528217	1.087078166	1.841457501	1	-0.663739588	3.73E-15
ENST00000575882.1	TOM1L1	17	15	52978226	53037987	1431	477	.	148	139.9825889	1.057274345	0.459191973	1	-0.332870907	0.002934147
ENST00000299335.3	COX11	17	4	53040093	53046007	831	277	.	67	110.6164975	0.60569627	17.19814765	1	2.027980359	0.402262801
ENST00000376352.2	STXBP4	17	16	53063580	53237272	1662	554	.	158	155.7289892	1.014583096	0.033118367	1	-0.092424153	1.42E-14
ENST00000226067.5	HLF	17	4	53342845	53398240	888	296	.	61	109.8461471	0.555322163	21.72079901	1	2.273550732	0.877861798
ENST00000262065.3	MMD	17	7	53471694	53499056	717	239	.	55	90.56283759	0.607313126	13.96505952	1	1.827838672	0.013644655
ENST00000575734.1	TMEM100	17	1	53798026	53798431	405	135	.	43	47.64558426	0.902497066	0.452958096	1	0.32918883	0.485334012
ENST00000268896.5	PCTP	17	6	53828464	53853461	645	215	.	65	57.73917041	1.125752233	0.913065531	1	-0.470544097	1.63E-05
ENST00000318698.2	ANKFN1	17	17	54230870	54559908	2292	764	.	251	242.9763235	1.033022462	0.264961555	1	-0.251913357	4.03E-06
ENST00000332822.4	NOG	17	1	54671584	54672283	699	233	.	61	111.5981994	0.546603801	22.94103124	1	2.342733646	0.682857448
ENST00000397861.2	C17orf67	17	3	54872424	54893171	273	91	.	43	33.2472178	1.293341303	2.860893839	1	-0.828876398	2.48E-05
ENST00000284061.3	DGKE	17	11	54912156	54940152	1704	568	.	164	203.4741137	0.805999333	7.65800438	1	1.350644407	0.000684088
ENST00000316881.4	TRIM25	17	9	54969060	54991349	1893	631	.	177	237.2607658	0.74601462	15.30535351	2	1.91146963	0.135290442
ENST00000240316.4	COIL	17	7	55016431	55038380	1731	577	.	205	178.2565271	1.150028015	4.012270137	1	-0.981920826	0.015600234
ENST00000262288.3	SCPEP1	17	13	55055520	55083596	1359	453	.	162	146.4434931	1.106228735	1.652548047	1	-0.632186792	6.99E-08
ENST00000337714.3	AKAP1	17	10	55182825	55197685	2712	904	.	294	319.4733306	0.92026461	2.031125952	1	0.697082784	0.561768713
ENST00000284073.2	MSI2	17	13	55334103	55754389	987	329	1	70	132.814308	0.527051649	29.70792341	1	2.665412389	0.963858042
ENST00000313608.8	MRPS23	17	5	55917143	55927371	573	191	.	75	75.95307583	0.987451781	0.011959404	1	0.05351683	0.049486058
ENST00000577830.1	CUEDC1	17	9	55943837	55962925	1161	387	.	151	190.8581695	0.791163409	8.32384423	1	1.408450116	6.38E-05
ENST00000581208.1	VEZF1	17	6	56051833	56065472	1566	522	.	85	160.0576488	0.531058657	35.19763465	1	2.901839688	0.943031803
ENST00000258962.4	SRSF1	17	4	56082766	56084498	747	249	.	9	149.5207152	0.060192328	132.0624461	1	5.62090249	0.991994023
ENST00000579991.2	DYNLL2	17	2	56164451	56166640	270	90	.	9	33.66045788	0.267376042	18.06684226	1	2.078140522	0.687802227
ENST00000268912.5	OR4D1	17	1	56232514	56233447	933	311	.	99	89.35718155	1.107913189	1.040587293	1	-0.498947946	0.000295714
ENST00000545221.1	OR4D2	17	1	56247016	56247940	924	308	.	114	100.6871327	1.132220145	1.760229255	1	-0.648936429	0.01384437
ENST00000225371.5	EPX	17	12	56270207	56281784	2148	716	.	340	319.619541	1.063764747	1.299554805	1	-0.556739793	6.21E-10
ENST00000393119.2	MKS1	17	18	56283439	56296591	1680	560	.	196	216.4415447	0.90555628	1.93057553	1	0.682601492	3.97E-09
ENST00000262290.4	LPO	17	12	56320340	56345355	2139	713	.	259	264.2663777	0.980071707	0.104949917	1	0.157047126	2.91E-11
ENST00000225275.3	MPO	17	12	56348016	56358119	2238	746	.	279	341.5834111	0.816784396	11.46625749	1	1.65510321	1.75E-09
ENST00000343736.4	BZRAP1	17	31	56381730	56405281	5574	1858	.	619	653.5026136	0.947203557	1.82161528	1	0.65832366	0.056626408
ENST00000225504.3	SUPT4H1	17	5	56423606	56429496	354	118	.	27	48.14673071	0.56078574	9.287945682	1	1.490652592	0.33844726
ENST00000584437.1	RNF43	17	9	56432303	56492938	2352	784	.	223	288.4297882	0.773151766	14.84263193	1	1.884400479	0.324237752
ENST00000323777.3	HSF5	17	6	56499720	56565635	1791	597	.	137	213.0656474	0.642994315	27.15586854	2	2.540534616	0.741540032
ENST00000323456.5	MTMR4	17	18	56569023	56593943	3588	1196	.	286	411.8254132	0.694469042	38.44355908	3	3.031819444	0.997305474
ENST00000457347.2	SEPT4	17	13	56597786	56618034	1482	494	"1,2"	136	178.7015622	0.76104539	10.20373515	1	1.561686606	0.01183686
ENST00000321691.3	C17orf47	17	2	56619175	56621547	1713	571	.	165	174.8954442	0.943420801	0.559876306	1	0.365986332	1.30E-05
ENST00000240361.8	TEX14	17	32	56634371	56729362	4494	1498	.	545	459.3030501	1.186580407	15.98937176	1	-1.955805899	6.67E-23
ENST00000337432.4	RAD51C	17	9	56770004	56811583	1131	377	.	116	124.6525332	0.930586784	0.600600151	1	0.377930447	4.28E-09
ENST00000308249.2	PPM1E	17	7	56833358	57058392	2268	756	.	151	248.5517824	0.607519281	38.28719373	2	3.024697778	0.973416929
ENST00000262294.7	TRIM37	17	24	57076737	57183822	2895	965	.	259	310.326201	0.834605648	8.489063782	2	1.424746743	0.172389368
ENST00000330137.7	SKA2	17	4	57189637	57232524	366	122	.	25	34.3395498	0.728023522	2.540137858	1	0.779164801	0.000501074
ENST00000262293.4	PRR11	17	9	57247113	57278992	1083	361	.	113	110.3853573	1.023686499	0.06193173	1	-0.121721112	3.72E-06
ENST00000543872.2	SMG8	17	4	57287412	57292363	2976	992	.	266	315.4124537	0.843340194	7.740945404	1	1.360858683	0.021939147
ENST00000284116.4	GDPD1	17	10	57297970	57351134	945	315	.	69	95.39249383	0.723327352	7.302081144	1	1.321495964	0.00337917
ENST00000312655.4	YPEL2	17	4	57430770	57474551	360	120	.	13	33.94187575	0.383007707	12.92097594	1	1.756899814	0.928981264
ENST00000251241.4	DHX40	17	18	57643032	57684533	2340	780	10	87	209.0984711	0.416071909	71.29672713	3	4.125975228	0.996354247
ENST00000269122.3	CLTC	17	32	57697492	57771213	5028	1676	.	151	532.727545	0.283446954	273.5280351	1	8.089092621	0.999999993
ENST00000470557.2	PTRH2	17	1	57774799	57775339	540	180	.	59	51.8240729	1.138467062	0.99362954	1	-0.487560926	0.336972394
